Delayed,Season,Day,Time Period,Station,Bound,Line,Min Gap,Issue Category
0,Summer,Thursday,Morning,KIPLING STATION,W,BD,0,Human & Operational Factors
0,Summer,Thursday,Morning,KIPLING STATION,W,BD,0,Human & Operational Factors
0,Summer,Thursday,Morning,BLOOR STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
0,Summer,Thursday,Morning,BLOOR STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
1,Summer,Thursday,Afternoon,FINCH STATION,S,YU,8,Human & Operational Factors
0,Summer,Thursday,Afternoon,BLOOR STATION,N,YU,0,Other
0,Summer,Thursday,Afternoon,BLOOR STATION,S,YU,0,Other
1,Summer,Thursday,Afternoon,FINCH STATION,S,YU,6,Human & Operational Factors
0,Summer,Thursday,Evening,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
0,Summer,Thursday,Evening,KIPLING STATION,E,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Summer,Thursday,Night,KIPLING STATION,E,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Summer,Friday,Morning,KENNEDY BD STATION,W,BD,10,Other
0,Summer,Friday,Morning,KIPLING STATION,E,BD,0,Human & Operational Factors
0,Summer,Friday,Morning,KIPLING STATION,E,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Summer,Friday,Morning,BLOOR STATION,N,YU,11,Human & Operational Factors
0,Summer,Friday,Morning,KIPLING STATION,E,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Summer,Friday,Morning,KENNEDY BD STATION,E,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Summer,Friday,Afternoon,BLOOR STATION,S,YU,9,Other
1,Summer,Friday,Afternoon,KIPLING STATION,E,BD,8,Other
0,Summer,Friday,Afternoon,BLOOR STATION,N,YU,0,Other
0,Summer,Friday,Evening,KIPLING STATION,E,BD,0,Other
0,Summer,Friday,Evening,KIPLING STATION,W,BD,0,Human & Operational Factors
0,Summer,Friday,Night,BLOOR STATION,N,YU,0,Other
1,Summer,Friday,Night,KENNEDY BD STATION,W,BD,8,Other
1,Summer,Friday,Night,FINCH STATION,S,YU,14,Miscellaneous & Passenger-Related Incidents
0,Summer,Friday,Night,EGLINTON STATION,N,YU,0,Other
0,Summer,Friday,Night,BLOOR STATION,S,YU,0,Other
1,Summer,Saturday,Morning,EGLINTON STATION,N,YU,12,Other
0,Summer,Saturday,Afternoon,BLOOR STATION,N,YU,0,Human & Operational Factors
0,Summer,Saturday,Evening,KENNEDY BD STATION,W,BD,0,Other
0,Summer,Saturday,Evening,KENNEDY BD STATION,W,BD,0,Other
0,Summer,Saturday,Evening,BLOOR STATION,N,YU,0,Human & Operational Factors
0,Summer,Saturday,Night,BLOOR STATION,S,YU,0,Human & Operational Factors
0,Summer,Saturday,Night,BLOOR STATION,N,YU,0,Human & Operational Factors
0,Summer,Sunday,Morning,KIPLING STATION,E,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Summer,Sunday,Evening,KIPLING STATION,E,BD,8,Other
0,Summer,Sunday,Evening,BLOOR STATION,N,YU,0,Other
1,Summer,Sunday,Night,KIPLING STATION,W,BD,12,Other
0,Summer,Monday,Morning,FINCH STATION,S,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Summer,Monday,Morning,EGLINTON STATION,S,YU,0,Train Operations & Control Systems
1,Summer,Monday,Afternoon,KIPLING STATION,E,BD,8,Other
0,Summer,Monday,Afternoon,KENNEDY BD STATION,W,BD,0,Human & Operational Factors
0,Summer,Monday,Afternoon,KIPLING STATION,E,BD,0,Train Operations & Control Systems
0,Summer,Monday,Evening,KIPLING STATION,W,BD,0,Human & Operational Factors
1,Summer,Monday,Evening,KIPLING STATION,E,BD,10,Miscellaneous & Passenger-Related Incidents
1,Summer,Monday,Evening,KIPLING STATION,E,BD,8,Human & Operational Factors
0,Summer,Monday,Night,BLOOR STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
1,Summer,Monday,Night,FINCH STATION,S,YU,30,Other
1,Summer,Tuesday,Morning,KENNEDY BD STATION,W,BD,0,Structural & Track-Related Issues
0,Summer,Tuesday,Morning,BLOOR STATION,N,YU,0,Human & Operational Factors
0,Summer,Tuesday,Afternoon,BLOOR STATION,N,YU,0,Other
0,Summer,Tuesday,Afternoon,KENNEDY BD STATION,E,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Summer,Tuesday,Evening,FINCH STATION,S,YU,6,Other
0,Summer,Tuesday,Evening,KIPLING STATION,W,BD,0,Human & Operational Factors
1,Summer,Tuesday,Night,KIPLING STATION,E,BD,10,Electrical and Mechanical Systems (Train Equipment & Power)
1,Summer,Tuesday,Night,EGLINTON STATION,N,YU,33,Other
0,Summer,Wednesday,Morning,KENNEDY BD STATION,W,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Summer,Wednesday,Morning,BLOOR STATION,S,YU,6,Miscellaneous & Passenger-Related Incidents
0,Summer,Wednesday,Morning,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
0,Summer,Wednesday,Morning,BLOOR STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
1,Summer,Wednesday,Afternoon,KENNEDY BD STATION,W,BD,8,Other
1,Summer,Wednesday,Afternoon,BLOOR STATION,N,YU,11,Other
0,Summer,Wednesday,Afternoon,KIPLING STATION,W,BD,0,Human & Operational Factors
1,Summer,Wednesday,Evening,BLOOR STATION,N,YU,11,Other
0,Summer,Wednesday,Evening,BLOOR STATION,N,YU,0,Other
0,Summer,Wednesday,Evening,BLOOR STATION,S,YU,0,Other
0,Summer,Thursday,Morning,FINCH STATION,S,YU,0,Train Operations & Control Systems
0,Summer,Thursday,Morning,KIPLING STATION,W,BD,0,Human & Operational Factors
0,Summer,Thursday,Morning,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
0,Summer,Thursday,Afternoon,BLOOR STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
0,Summer,Thursday,Afternoon,FINCH STATION,S,YU,0,Train Operations & Control Systems
0,Summer,Thursday,Evening,FINCH STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
0,Summer,Thursday,Evening,FINCH STATION,N,YU,0,Other
0,Summer,Thursday,Evening,BLOOR STATION,S,YU,0,Other
0,Summer,Thursday,Night,KIPLING STATION,E,BD,0,Miscellaneous & Passenger-Related Incidents
1,Summer,Thursday,Night,KIPLING STATION,W,BD,15,Other
1,Summer,Thursday,Night,EGLINTON STATION,N,YU,10,Train Operations & Control Systems
0,Summer,Friday,Morning,KIPLING STATION,W,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Summer,Friday,Morning,KIPLING STATION,W,BD,0,Human & Operational Factors
0,Summer,Friday,Morning,KIPLING STATION,E,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Summer,Friday,Afternoon,BLOOR STATION,N,YU,8,Miscellaneous & Passenger-Related Incidents
1,Summer,Friday,Evening,FINCH STATION,N,YU,15,Other
0,Summer,Friday,Night,KIPLING STATION,E,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Summer,Friday,Night,BLOOR STATION,N,YU,0,Other
1,Summer,Saturday,Morning,BLOOR STATION,S,YU,0,Structural & Track-Related Issues
0,Summer,Saturday,Morning,FINCH STATION,S,YU,0,Train Operations & Control Systems
0,Summer,Saturday,Morning,FINCH STATION,S,YU,0,Train Operations & Control Systems
0,Summer,Saturday,Morning,FINCH STATION,S,YU,0,Train Operations & Control Systems
1,Summer,Saturday,Morning,KENNEDY BD STATION,W,BD,8,Other
1,Summer,Saturday,Morning,KENNEDY BD STATION,W,BD,7,Miscellaneous & Passenger-Related Incidents
0,Summer,Saturday,Afternoon,BLOOR STATION,N,YU,0,Other
1,Summer,Saturday,Afternoon,KENNEDY BD STATION,W,BD,8,Other
0,Summer,Saturday,Afternoon,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
0,Summer,Saturday,Afternoon,KIPLING STATION,W,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Summer,Saturday,Evening,BLOOR STATION,N,YU,0,Other
1,Summer,Saturday,Evening,FINCH STATION,S,YU,22,Human & Operational Factors
1,Summer,Sunday,Morning,BLOOR STATION,S,YU,0,Structural & Track-Related Issues
1,Summer,Sunday,Morning,EGLINTON STATION,N,YU,12,Miscellaneous & Passenger-Related Incidents
1,Summer,Sunday,Afternoon,KIPLING STATION,E,YU,7,Miscellaneous & Passenger-Related Incidents
0,Summer,Sunday,Afternoon,KENNEDY BD STATION,W,BD,0,Other
1,Summer,Sunday,Evening,EGLINTON STATION,N,YU,9,Other
0,Summer,Monday,Morning,FINCH STATION,S,YU,0,Train Operations & Control Systems
0,Summer,Monday,Morning,FINCH STATION,S,YU,0,Other
1,Summer,Monday,Morning,KIPLING STATION,E,BD,14,Human & Operational Factors
1,Summer,Monday,Morning,KIPLING STATION,E,BD,4,Human & Operational Factors
0,Summer,Monday,Morning,KIPLING STATION,W,BD,0,Human & Operational Factors
1,Summer,Monday,Morning,KIPLING STATION,E,BD,8,Other
0,Summer,Monday,Afternoon,BLOOR STATION,S,YU,0,Other
1,Summer,Monday,Afternoon,BLOOR STATION,N,YU,8,Human & Operational Factors
0,Summer,Monday,Afternoon,KIPLING STATION,W,BD,0,Human & Operational Factors
1,Summer,Monday,Afternoon,KENNEDY BD STATION,E,BD,7,Human & Operational Factors
0,Summer,Monday,Evening,BLOOR STATION,S,YU,0,Other
0,Summer,Monday,Night,KENNEDY BD STATION,W,BD,0,Other
1,Summer,Monday,Night,KENNEDY BD STATION,W,BD,8,Other
1,Summer,Monday,Night,EGLINTON STATION,N,YU,13,Train Operations & Control Systems
1,Summer,Tuesday,Morning,KIPLING STATION,E,BD,11,Electrical and Mechanical Systems (Train Equipment & Power)
1,Summer,Tuesday,Afternoon,BLOOR STATION,N,YU,8,Miscellaneous & Passenger-Related Incidents
0,Summer,Tuesday,Afternoon,KIPLING STATION,W,BD,0,Human & Operational Factors
0,Summer,Tuesday,Evening,KENNEDY BD STATION,W,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Summer,Tuesday,Evening,KENNEDY BD STATION,W,BD,6,Miscellaneous & Passenger-Related Incidents
0,Summer,Tuesday,Evening,EGLINTON STATION,S,YU,0,Train Operations & Control Systems
1,Summer,Tuesday,Evening,KIPLING STATION,E,BD,9,Electrical and Mechanical Systems (Train Equipment & Power)
1,Summer,Tuesday,Evening,BLOOR STATION,S,YU,8,Miscellaneous & Passenger-Related Incidents
0,Summer,Tuesday,Evening,EGLINTON STATION,N,YU,0,Human & Operational Factors
1,Summer,Tuesday,Night,EGLINTON STATION,S,YU,11,Train Operations & Control Systems
1,Summer,Wednesday,Morning,KENNEDY BD STATION,E,BD,6,Human & Operational Factors
0,Summer,Wednesday,Afternoon,BLOOR STATION,S,YU,0,Other
1,Summer,Wednesday,Afternoon,KENNEDY BD STATION,E,BD,8,Human & Operational Factors
1,Summer,Wednesday,Evening,KIPLING STATION,E,BD,6,Other
1,Summer,Wednesday,Evening,KENNEDY BD STATION,W,BD,10,Other
0,Summer,Wednesday,Evening,FINCH STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
1,Summer,Wednesday,Evening,KENNEDY BD STATION,W,BD,14,Other
1,Summer,Thursday,Morning,KENNEDY BD STATION,W,BD,10,Miscellaneous & Passenger-Related Incidents
0,Summer,Thursday,Morning,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
0,Summer,Thursday,Morning,KIPLING STATION,W,BD,0,Human & Operational Factors
1,Summer,Thursday,Evening,EGLINTON STATION,N,YU,6,Miscellaneous & Passenger-Related Incidents
1,Summer,Thursday,Evening,BLOOR STATION,S,YU,6,Human & Operational Factors
1,Summer,Thursday,Evening,KENNEDY BD STATION,E,BD,10,Other
0,Summer,Thursday,Night,BLOOR STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
1,Summer,Thursday,Night,BLOOR STATION,N,YU,10,Train Operations & Control Systems
1,Summer,Thursday,Night,KENNEDY BD STATION,W,BD,10,Other
0,Summer,Thursday,Night,KIPLING STATION,W,BD,0,Other
1,Summer,Thursday,Night,KIPLING STATION,E,BD,15,Electrical and Mechanical Systems (Train Equipment & Power)
0,Summer,Thursday,Night,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
0,Summer,Thursday,Night,KENNEDY BD STATION,W,BD,0,Miscellaneous & Passenger-Related Incidents
0,Summer,Friday,Night,KIPLING STATION,W,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Summer,Friday,Morning,KIPLING STATION,W,BD,14,Other
1,Summer,Friday,Morning,KENNEDY BD STATION,W,BD,6,Other
0,Summer,Friday,Morning,BLOOR STATION,S,YU,0,Human & Operational Factors
1,Summer,Friday,Morning,KENNEDY BD STATION,E,BD,7,Human & Operational Factors
1,Summer,Friday,Afternoon,FINCH STATION,S,YU,8,Other
0,Summer,Friday,Evening,BLOOR STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
0,Summer,Friday,Evening,FINCH STATION,S,YU,0,Train Operations & Control Systems
1,Summer,Friday,Night,KENNEDY BD STATION,W,BD,10,Other
0,Summer,Friday,Night,BLOOR STATION,N,YU,0,Other
1,Summer,Saturday,Afternoon,KENNEDY BD STATION,W,BD,8,Human & Operational Factors
1,Summer,Saturday,Evening,BLOOR STATION,S,YU,19,Other
0,Summer,Saturday,Evening,BLOOR STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
1,Summer,Sunday,Morning,KIPLING STATION,W,BD,8,Other
1,Summer,Sunday,Morning,KIPLING STATION,E,BD,0,Human & Operational Factors
1,Summer,Sunday,Morning,KENNEDY BD STATION,W,BD,8,Miscellaneous & Passenger-Related Incidents
0,Summer,Sunday,Afternoon,BLOOR STATION,S,YU,0,Human & Operational Factors
1,Summer,Sunday,Afternoon,BLOOR STATION,N,YU,8,Miscellaneous & Passenger-Related Incidents
0,Summer,Sunday,Afternoon,BLOOR STATION,N,YU,0,Other
0,Summer,Sunday,Afternoon,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
1,Summer,Sunday,Afternoon,KIPLING STATION,W,BD,19,Train Operations & Control Systems
0,Summer,Sunday,Evening,FINCH STATION,S,YU,0,Train Operations & Control Systems
1,Summer,Sunday,Evening,FINCH STATION,S,YU,12,Miscellaneous & Passenger-Related Incidents
1,Summer,Sunday,Night,BLOOR STATION,S,YU,11,Miscellaneous & Passenger-Related Incidents
1,Summer,Sunday,Night,BLOOR STATION,N,YU,46,Structural & Track-Related Issues
1,Summer,Monday,Morning,KIPLING STATION,E,BD,14,Other
1,Summer,Monday,Afternoon,FINCH STATION,S,YU,8,Miscellaneous & Passenger-Related Incidents
1,Summer,Monday,Afternoon,KENNEDY BD STATION,E,BD,8,Other
1,Summer,Monday,Night,BLOOR STATION,S,YU,9,Human & Operational Factors
1,Summer,Monday,Night,KIPLING STATION,E,BD,10,Other
1,Summer,Tuesday,Morning,EGLINTON STATION,N,YU,10,Structural & Track-Related Issues
1,Summer,Tuesday,Morning,BLOOR STATION,S,YU,8,Miscellaneous & Passenger-Related Incidents
1,Summer,Tuesday,Morning,KIPLING STATION,W,BD,139,Other
1,Summer,Tuesday,Morning,BLOOR STATION,N,YU,6,Miscellaneous & Passenger-Related Incidents
1,Summer,Tuesday,Afternoon,FINCH STATION,S,YU,14,Human & Operational Factors
1,Summer,Tuesday,Afternoon,KENNEDY BD STATION,W,BD,8,Electrical and Mechanical Systems (Train Equipment & Power)
0,Summer,Tuesday,Afternoon,BLOOR STATION,S,YU,0,Other
1,Summer,Tuesday,Afternoon,FINCH STATION,S,YU,10,Miscellaneous & Passenger-Related Incidents
1,Summer,Tuesday,Afternoon,FINCH STATION,N,YU,10,Other
0,Summer,Wednesday,Morning,FINCH STATION,S,YU,0,Train Operations & Control Systems
1,Summer,Wednesday,Morning,EGLINTON STATION,S,YU,0,Other
0,Summer,Wednesday,Afternoon,BLOOR STATION,N,YU,0,Train Operations & Control Systems
1,Summer,Wednesday,Afternoon,KIPLING STATION,W,BD,6,Human & Operational Factors
1,Summer,Wednesday,Evening,BLOOR STATION,N,YU,8,Other
1,Summer,Wednesday,Night,KENNEDY BD STATION,E,BD,22,Human & Operational Factors
0,Summer,Thursday,Evening,BLOOR STATION,N,YU,0,Other
1,Summer,Thursday,Night,FINCH STATION,N,YU,12,Other
1,Summer,Thursday,Night,EGLINTON STATION,N,YU,11,Miscellaneous & Passenger-Related Incidents
0,Summer,Thursday,Night,FINCH STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
1,Summer,Friday,Morning,EGLINTON STATION,N,YU,10,Structural & Track-Related Issues
1,Summer,Friday,Morning,KENNEDY BD STATION,W,BD,8,Other
0,Summer,Friday,Morning,EGLINTON STATION,N,YU,0,Other
0,Summer,Friday,Afternoon,KIPLING STATION,W,BD,0,Human & Operational Factors
1,Summer,Friday,Afternoon,KIPLING STATION,W,BD,7,Human & Operational Factors
0,Summer,Friday,Afternoon,KIPLING STATION,W,BD,0,Human & Operational Factors
0,Summer,Friday,Evening,KENNEDY BD STATION,W,BD,0,Miscellaneous & Passenger-Related Incidents
0,Summer,Friday,Evening,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
1,Summer,Friday,Night,KENNEDY BD STATION,W,BD,11,Other
0,Summer,Friday,Night,KIPLING STATION,W,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Summer,Friday,Night,FINCH STATION,S,YU,12,Other
1,Summer,Friday,Night,FINCH STATION,S,YU,0,Other
1,Summer,Saturday,Morning,BLOOR STATION,N,YU,0,Structural & Track-Related Issues
0,Summer,Saturday,Morning,KIPLING STATION,W,BD,0,Human & Operational Factors
0,Summer,Saturday,Afternoon,KIPLING STATION,E,BD,0,Miscellaneous & Passenger-Related Incidents
0,Fall,Sunday,Night,KENNEDY BD STATION,W,BD,0,Other
1,Fall,Sunday,Morning,KIPLING STATION,E,BD,8,Miscellaneous & Passenger-Related Incidents
1,Fall,Sunday,Afternoon,BLOOR STATION,S,YU,24,Other
1,Fall,Monday,Morning,KIPLING STATION,W,BD,8,Human & Operational Factors
1,Fall,Monday,Morning,BLOOR STATION,S,YU,0,Structural & Track-Related Issues
0,Fall,Monday,Morning,KIPLING STATION,W,BD,0,Human & Operational Factors
0,Fall,Monday,Morning,KIPLING STATION,W,BD,0,Human & Operational Factors
1,Fall,Monday,Morning,BLOOR STATION,S,YU,8,Other
0,Fall,Monday,Evening,KENNEDY BD STATION,E,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Fall,Monday,Evening,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
1,Fall,Tuesday,Morning,EGLINTON STATION,N,YU,11,Train Operations & Control Systems
1,Fall,Tuesday,Morning,KIPLING STATION,W,BD,6,Human & Operational Factors
0,Fall,Tuesday,Afternoon,KENNEDY BD STATION,W,BD,0,Train Operations & Control Systems
1,Fall,Tuesday,Afternoon,EGLINTON STATION,S,YU,13,Miscellaneous & Passenger-Related Incidents
0,Fall,Tuesday,Afternoon,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
0,Fall,Tuesday,Afternoon,BLOOR STATION,N,YU,0,Other
1,Fall,Tuesday,Afternoon,KIPLING STATION,W,BD,9,Structural & Track-Related Issues
1,Fall,Tuesday,Afternoon,KIPLING STATION,W,BD,9,Structural & Track-Related Issues
0,Fall,Tuesday,Night,BLOOR STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
0,Fall,Tuesday,Night,BLOOR STATION,N,YU,0,Human & Operational Factors
1,Fall,Tuesday,Night,KENNEDY BD STATION,E,BD,17,Other
1,Fall,Wednesday,Morning,KIPLING STATION,E,BD,8,Other
0,Fall,Wednesday,Morning,KIPLING STATION,E,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Fall,Wednesday,Morning,KIPLING STATION,E,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Fall,Wednesday,Afternoon,EGLINTON STATION,N,YU,10,Human & Operational Factors
1,Fall,Thursday,Morning,FINCH STATION,S,YU,5,Other
0,Fall,Thursday,Morning,KIPLING STATION,W,BD,0,Human & Operational Factors
0,Fall,Thursday,Morning,BLOOR STATION,N,YU,0,Human & Operational Factors
0,Fall,Thursday,Morning,BLOOR STATION,S,YU,0,Human & Operational Factors
0,Fall,Thursday,Afternoon,BLOOR STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
0,Fall,Thursday,Afternoon,KIPLING STATION,E,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Fall,Thursday,Afternoon,FINCH STATION,S,YU,0,Train Operations & Control Systems
0,Fall,Thursday,Evening,BLOOR STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
0,Fall,Friday,Morning,BLOOR STATION,N,YU,0,Human & Operational Factors
0,Fall,Friday,Afternoon,BLOOR STATION,N,YU,0,Other
0,Fall,Friday,Evening,KIPLING STATION,W,BD,0,Human & Operational Factors
1,Fall,Friday,Evening,KIPLING STATION,E,BD,10,Miscellaneous & Passenger-Related Incidents
0,Fall,Friday,Night,BLOOR STATION,N,YU,0,Other
0,Fall,Friday,Night,KIPLING STATION,W,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Fall,Saturday,Morning,KENNEDY BD STATION,W,BD,15,Other
1,Fall,Saturday,Morning,EGLINTON STATION,S,YU,19,Human & Operational Factors
1,Fall,Saturday,Afternoon,EGLINTON STATION,S,YU,12,Other
1,Fall,Saturday,Afternoon,KENNEDY BD STATION,W,BD,7,Other
0,Fall,Saturday,Evening,EGLINTON STATION,S,YU,0,Other
0,Fall,Saturday,Night,BLOOR STATION,S,BD,0,Other
1,Fall,Sunday,Morning,EGLINTON STATION,N,YU,7,Other
0,Fall,Sunday,Afternoon,KIPLING STATION,W,BD,0,Human & Operational Factors
1,Fall,Sunday,Evening,KENNEDY BD STATION,W,BD,13,Other
1,Fall,Sunday,Evening,FINCH STATION,S,YU,14,Other
0,Fall,Sunday,Night,EGLINTON STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
1,Fall,Sunday,Night,FINCH STATION,S,YU,10,Other
1,Fall,Sunday,Night,EGLINTON STATION,N,YU,11,Other
0,Fall,Monday,Night,KIPLING STATION,E,BD,0,Other
1,Fall,Monday,Morning,BLOOR STATION,N,YU,13,Human & Operational Factors
0,Fall,Monday,Morning,KIPLING STATION,W,BD,0,Human & Operational Factors
0,Fall,Monday,Morning,BLOOR STATION,S,YU,0,Train Operations & Control Systems
1,Fall,Monday,Morning,BLOOR STATION,N,YU,5,Human & Operational Factors
1,Fall,Monday,Morning,FINCH STATION,S,YU,18,Human & Operational Factors
1,Fall,Monday,Afternoon,BLOOR STATION,S,YU,8,Human & Operational Factors
1,Fall,Monday,Afternoon,FINCH STATION,S,YU,8,Other
1,Fall,Monday,Evening,FINCH STATION,S,YU,8,Human & Operational Factors
1,Fall,Monday,Evening,KENNEDY BD STATION,W,BD,6,Human & Operational Factors
0,Fall,Monday,Night,BLOOR STATION,S,YU,0,Other
1,Fall,Monday,Night,FINCH STATION,S,YU,12,Human & Operational Factors
0,Fall,Tuesday,Night,KIPLING STATION,W,BD,0,Other
0,Fall,Tuesday,Morning,KIPLING STATION,E,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Fall,Tuesday,Morning,KENNEDY BD STATION,W,BD,6,Other
1,Fall,Tuesday,Morning,EGLINTON STATION,S,YU,6,Other
1,Fall,Tuesday,Morning,KIPLING STATION,E,BD,5,Train Operations & Control Systems
0,Fall,Tuesday,Morning,KENNEDY BD STATION,W,BD,0,Other
1,Fall,Tuesday,Morning,KIPLING STATION,E,BD,97,Structural & Track-Related Issues
1,Fall,Tuesday,Afternoon,KENNEDY BD STATION,W,BD,8,Other
1,Fall,Tuesday,Afternoon,EGLINTON STATION,N,YU,11,Miscellaneous & Passenger-Related Incidents
1,Fall,Tuesday,Afternoon,KIPLING STATION,W,BD,9,Other
0,Fall,Tuesday,Evening,BLOOR STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
1,Fall,Tuesday,Night,BLOOR STATION,S,YU,9,Human & Operational Factors
0,Fall,Wednesday,Night,KIPLING STATION,W,BD,0,Human & Operational Factors
1,Fall,Wednesday,Morning,EGLINTON STATION,N,YU,15,Other
0,Fall,Wednesday,Morning,KIPLING STATION,E,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Fall,Wednesday,Morning,EGLINTON STATION,N,YU,10,Other
1,Fall,Wednesday,Morning,EGLINTON STATION,N,YU,10,Other
0,Fall,Wednesday,Morning,KIPLING STATION,W,BD,0,Human & Operational Factors
0,Fall,Wednesday,Morning,KENNEDY BD STATION,W,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Fall,Wednesday,Morning,BLOOR STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
1,Fall,Wednesday,Morning,FINCH STATION,S,YU,8,Other
1,Fall,Wednesday,Morning,KENNEDY BD STATION,E,BD,8,Structural & Track-Related Issues
0,Fall,Wednesday,Afternoon,KIPLING STATION,W,BD,0,Human & Operational Factors
1,Fall,Thursday,Morning,EGLINTON STATION,N,YU,8,Train Operations & Control Systems
1,Fall,Thursday,Morning,FINCH STATION,S,YU,8,Other
1,Fall,Thursday,Morning,BLOOR STATION,S,YU,0,Structural & Track-Related Issues
0,Fall,Thursday,Morning,KIPLING STATION,E,BD,0,Miscellaneous & Passenger-Related Incidents
1,Fall,Thursday,Morning,BLOOR STATION,N,YU,8,Miscellaneous & Passenger-Related Incidents
0,Fall,Thursday,Afternoon,KIPLING STATION,W,BD,0,Human & Operational Factors
1,Fall,Thursday,Night,BLOOR STATION,N,YU,9,Other
1,Fall,Friday,Morning,BLOOR STATION,S,YU,0,Structural & Track-Related Issues
1,Fall,Friday,Morning,KIPLING STATION,E,BD,10,Other
1,Fall,Friday,Morning,EGLINTON STATION,N,YU,10,Other
1,Fall,Friday,Morning,EGLINTON STATION,N,YU,10,Other
1,Fall,Friday,Morning,EGLINTON STATION,N,YU,8,Other
0,Fall,Friday,Morning,BLOOR STATION,S,YU,0,Human & Operational Factors
0,Fall,Friday,Morning,BLOOR STATION,S,YU,0,Human & Operational Factors
0,Fall,Friday,Morning,KENNEDY BD STATION,E,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Fall,Friday,Afternoon,KENNEDY BD STATION,W,BD,0,Other
1,Fall,Friday,Afternoon,BLOOR STATION,S,YU,23,Other
0,Fall,Friday,Evening,FINCH STATION,S,YU,0,Train Operations & Control Systems
0,Fall,Friday,Night,BLOOR STATION,N,YU,0,Other
1,Fall,Saturday,Morning,KIPLING STATION,E,BD,10,Other
0,Fall,Saturday,Morning,KENNEDY BD STATION,W,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Fall,Saturday,Morning,KIPLING STATION,E,BD,8,Other
1,Fall,Saturday,Afternoon,KIPLING STATION,E,BD,8,Miscellaneous & Passenger-Related Incidents
1,Fall,Saturday,Afternoon,KIPLING STATION,E,BD,8,Miscellaneous & Passenger-Related Incidents
1,Fall,Saturday,Afternoon,EGLINTON STATION,N,YU,9,Miscellaneous & Passenger-Related Incidents
1,Fall,Saturday,Evening,BLOOR STATION,N,YU,8,Miscellaneous & Passenger-Related Incidents
0,Fall,Saturday,Evening,KENNEDY BD STATION,W,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Fall,Saturday,Night,KIPLING STATION,W,BD,0,Human & Operational Factors
1,Fall,Sunday,Morning,KIPLING STATION,E,BD,12,Other
0,Fall,Sunday,Evening,FINCH STATION,N,YU,0,Other
0,Fall,Sunday,Night,EGLINTON STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
